10	477783
4	89998
10	825618
4	844050
4	495611
10	653039
6	303685
1	853433
6	541717
5	669728
8	557170
1	730262
7	975650
5	554189
5	357152
10	570407
3	579215
9	637327
3	710288
9	503637
7	724805
6	201723
2	418584
1	297885
2	2662
6	137037
6	841927
5	426618
6	552210
3	577953
3	418510
2	571609
7	742341
10	767737
7	713911
3	285193
1	579600
3	876233
7	820731
4	55973
6	845908
5	773382
3	939587
9	336101
8	784335
3	269338
10	552513
1	615690
6	954488
4	846764
6	971255
7	402305
1	895231
7	666424
8	406642
4	949885
3	237306
1	445797
4	13063
3	221060
2	863598
4	55586
9	671048
8	739439
4	745534
8	353719
7	486758
8	80308
9	237377
4	49889
7	695703
1	862201
1	865764
1	175694
8	960433
5	857288
10	253834
4	196715
10	848278
5	306128
2	335005
9	547916
6	686392
10	198910
7	169381
6	43923
3	660875
10	283122
9	200085
4	195733
6	32749
9	623455
4	337917
2	784543
1	116647
2	692668
3	475033
7	851183
10	242980
2	604987
7	745274
1	943096
9	568425
1	496169
3	70781
2	131602
9	744607
1	806411
10	341904
6	350857
8	682061
2	786309
6	77908
3	128361
5	447004
9	284196
10	283770
5	472105
9	342893
5	864493
2	733241
4	844673
7	939066
1	430022
10	188358
1	133501
5	52920
4	891266
4	778979
7	646030
8	757552
8	10398
4	92735
5	780926
10	966191
2	421837
8	888542
2	467428
7	702577
10	710642
8	886138
9	204598
4	164076
10	65477
2	21517
5	686080
7	856670
3	409486
10	711563
2	909662
9	354409
9	138461
6	462695
7	58843
9	256088
8	356678
10	924264
4	664960
9	627546
10	748542
9	968148
7	425395
1	933389
10	729187
3	584027
8	607735
10	260223
8	639221
5	336713
2	898179
9	354809
4	239591
10	90260
1	461526
6	649810
8	789782
8	241115
4	930514
8	371986
8	908764
10	37560
10	760736
9	354253
8	252349
6	240856
5	904191
2	768630
3	80092
6	109063
7	333204
6	121674
4	652617
5	144495
10	233055
9	727777
6	238667
1	140839
8	749254
10	21911
10	272589
5	369310
10	359805
3	855227
6	943675
8	889426
5	426897
2	530824
2	1839
4	343339
2	287300
8	37247
4	313138
3	121014
3	179678
10	395787
9	275965
5	10629
1	150870
5	770101
7	5623
7	730026
1	938151
4	643312
4	345879
8	173582
1	178849
3	527806
6	462631
4	984459
8	112747
3	495444
8	718849
8	331419
9	504692
5	727856
7	820330
4	92846
8	740974
9	346508
5	101342
5	453920
3	776300
5	891243
10	413440
8	541490
9	450758
6	641507
8	561237
6	313127
10	588828
9	356848
3	296197
6	774894
3	673510
6	180309
4	510835
5	910352
9	89883
2	268788
7	583238
4	377442
10	327819
5	374154
8	723921
7	226614
6	122192
2	450293
2	952294
3	245510
2	365768
1	525903
9	828053
9	560380
1	546516
5	625888
5	243923
3	90666
8	651677
2	817282
10	140166
7	909245
10	79702
2	765087
10	471246
3	863063
7	638468
3	639916
2	535739
5	429394
9	573660
4	836729
7	297152
7	215965
10	47852
2	321582
1	110406
8	775425
9	728574
5	328870
3	713151
9	799753
10	789799
10	338730
2	828597
6	649768
6	399820
7	118368
2	662218
5	711661
10	653816
7	444524
2	22359
8	607862
9	765226
1	421011
4	718340
5	714648
6	128010
8	759711
8	201957
1	202008
5	513074
10	6630
4	646275
4	936652
10	360837
4	666939
3	551494
7	545756
3	483296
4	213004
7	777788
7	492279
5	202750
10	276233
8	695745
2	340826
8	911891
7	630081
1	721485
4	596520
1	7471
7	186039
9	617590
10	887620
9	57179
5	456112
8	838965
9	443116
8	188027
10	394380
10	125056
8	535207
3	133663
4	162201
5	735542
9	727030
9	824953
9	885158
4	886735
3	595714
8	976738
10	780211
5	533827
4	587126
3	548144
3	847009
9	637704
9	822872
7	598329
8	210064
6	89668
8	547456
10	380692
2	240958
9	114848
3	855941
7	332445
3	290873
1	802291
8	121602
10	663603
2	32288
6	221095
10	350834
2	245710
1	318947
9	440945
4	638909
1	465296
6	535724
1	779835
10	36403
6	866311
6	101713
1	684777
2	179298
3	544971
1	665022
10	575849
4	285630
4	642811
4	519470
8	487522
4	638709
1	648263
7	524930
4	264584
1	613487
6	364198
2	941310
2	648144
10	748570
8	171175
10	943510
4	565747
7	963560
10	224679
7	912134
1	851218
7	725068
7	20409
9	117625
2	901627
2	507576
8	865883
2	339042
2	468003
1	552348
2	786968
10	733614
1	861469
2	527969
1	983246
2	139780
3	679376
5	187415
5	85813
10	728256
1	772033
3	926317
5	163774
5	964553
3	141266
10	989196
5	47245
5	537229
7	361928
3	755140
7	251439
1	816873
4	420656
4	81211
7	240770
6	809715
8	185430
6	511249
10	210135
3	796698
1	357952
10	538520
1	212006
9	351995
1	755490
5	487456
1	871918
1	784289
10	317166
5	792198
6	306327
10	535386
1	728950
9	878798
8	379424
7	93360
1	124444
6	652007
5	423744
9	619813
2	344559
8	585441
4	763263
10	36338
9	110765
9	51811
10	823758
9	817965
4	763404
2	7207
7	913479
8	61880
7	378925
8	465965
1	872740
10	249295
10	526744
5	422708
6	544068
7	966368
5	966617
10	419714
7	598079
8	63443
10	758026
6	609777
8	539096
3	696958
5	272622
9	658343
10	952052
2	13883
7	622522
5	512362
3	901543
4	478386
5	357418
3	486641
6	984851
2	438937
6	909272
9	341563
10	502323
8	419711
8	952104
2	805567
4	230487
6	888051
3	958001
5	390284
8	515813
4	39241
5	3285
8	356178
7	56906
5	574186
10	509514
2	266998
6	860952
9	51225
2	84805
5	619636
8	24548
9	735382
7	919026
2	239504
2	740890
5	36618
4	607885
8	479190
5	527601
1	329379
2	223902
4	879467
8	631317
9	130870
2	879986
4	347344
6	582714
5	251827
2	306579
4	343813
5	788953
9	808646
7	770234
10	866392
8	451029
4	255159
1	981352
10	366206
5	455995
9	407744
9	868277
8	521975
6	408504
6	951167
8	882824
7	474551
6	104267
4	132806
10	829432
7	82665
2	492998
9	170383
9	782901
3	292512
2	582315
2	135067
4	867035
7	923593
5	339458
2	618621
9	408358
9	475022
4	287454
2	98663
7	243041
4	792593
10	607947
4	483308
1	370378
8	337229
6	297379
8	730620
8	111906
1	827504
6	674929
9	814373
10	289500
7	343284
3	190813
10	945806
4	929381
3	329807
2	708519
4	734379
1	637880
8	250882
4	212472
9	60935
10	604478
6	689348
8	592182
7	330891
1	411189
4	662277
8	741071
5	463969
7	579989
6	126743
5	271785
6	364344
6	438696
5	244618
10	80908
2	751476
10	405592
10	183689
7	163787
5	6457
7	608050
10	351419
8	277918
9	147728
8	466152
4	541030
3	242361
6	160882
2	130485
2	797484
7	16144
1	179375
3	221099
3	333549
8	893817
6	203705
7	653619
8	312651
6	542312
8	987437
2	611223
8	556798
5	12993
9	959970
9	913353
6	556622
2	724913
5	89754
7	369531
7	425804
8	568623
10	894321
9	783357
5	700049
2	658617
5	193940
2	572023
4	341483
4	929966
7	105361
4	607474
7	186643
6	577736
4	879035
9	488840
8	825163
1	278935
4	657029
8	651015
4	111056
7	144027
9	173776
1	654758
9	169374
3	205508
1	921056
5	83197
1	495008
3	653620
6	500015
1	81845
4	490904
8	863594
4	987845
7	359460
8	337188
7	198928
9	246696
5	427675
8	627364
10	904684
2	587537
8	667947
8	511322
5	675331
9	638192
1	378874
10	640277
10	678544
8	11256
8	776011
7	738879
2	741474
4	133676
1	902242
4	680236
3	862366
8	612021
4	662290
1	436631
7	70906
2	6223
4	75470
7	264487
6	340633
2	224089
4	851202
3	562503
3	967696
5	539823
10	256726
2	411069
3	986822
1	731111
8	288701
9	102295
5	754338
7	75777
2	267397
7	872680
5	404552
1	410819
4	70918
6	271352
5	933012
7	78737
3	505147
10	990411
9	750112
5	529242
8	219180
3	530715
5	593210
4	572640
5	828763
10	106168
7	882547
4	652709
9	604035
8	682386
5	327479
3	641585
6	505204
5	876746
7	91121
3	749721
8	258763
8	613674
7	108085
8	860213
4	730921
5	942084
8	781644
7	704243
9	302470
1	456776
2	123620
1	508779
10	211503
7	878357
5	999003
8	341712
4	677238
7	271956
2	286106
8	148070
5	772242
5	535454
3	696306
2	447326

